data_bogota/8_15/project15_frame0.jpg, 139,404,831,1070,bus
data_bogota/8_15/project15_frame0.jpg, 573,369,1079,1086,bus
data_bogota/8_15/project15_frame5.jpg, 140,405,961,1071,bus
data_bogota/8_15/project15_frame5.jpg, 680,439,1079,1073,bus
data_bogota/8_15/project15_frame10.jpg, 116,420,948,1087,bus
data_bogota/8_15/project15_frame10.jpg, 736,441,1079,1075,bus
data_bogota/8_15/project15_frame15.jpg, 736,441,1079,1075,bus
data_bogota/8_15/project15_frame15.jpg, 138,585,972,1073,bus
data_bogota/8_15/project15_frame20.jpg, 138,585,972,1073,bus
data_bogota/8_15/project15_frame20.jpg, 1078,676,1079,945,car
data_bogota/8_15/project15_frame25.jpg, 108,764,1048,1074,bus
data_bogota/8_15/project15_frame25.jpg, 1078,795,1079,1083,car
data_bogota/8_15/project15_frame25.jpg, 1078,500,1079,703,car
data_bogota/8_15/project15_frame25.jpg, 892,292,1079,631,bus
data_bogota/8_15/project15_frame25.jpg, 847,474,1079,652,car
data_bogota/8_15/project15_frame25.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame25.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame30.jpg, 1078,551,1079,787,car
data_bogota/8_15/project15_frame30.jpg, 998,318,1079,695,bus
data_bogota/8_15/project15_frame30.jpg, 957,505,1079,716,car
data_bogota/8_15/project15_frame30.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame30.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame35.jpg, 1078,348,1079,788,bus
data_bogota/8_15/project15_frame35.jpg, 1020,565,1079,791,car
data_bogota/8_15/project15_frame35.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame35.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame35.jpg, 634,347,785,471,car
data_bogota/8_15/project15_frame35.jpg, 405,287,537,411,pickup_truck
data_bogota/8_15/project15_frame35.jpg, 505,218,686,386,bus
data_bogota/8_15/project15_frame35.jpg, 995,361,1079,511,car
data_bogota/8_15/project15_frame40.jpg, 1078,389,1079,931,bus
data_bogota/8_15/project15_frame40.jpg, 1078,651,1079,937,car
data_bogota/8_15/project15_frame40.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame40.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame40.jpg, 680,364,861,518,car
data_bogota/8_15/project15_frame40.jpg, 405,291,562,433,pickup_truck
data_bogota/8_15/project15_frame40.jpg, 538,221,728,402,bus
data_bogota/8_15/project15_frame40.jpg, 1038,381,1079,556,car
data_bogota/8_15/project15_frame45.jpg, 1078,781,1079,1080,car
data_bogota/8_15/project15_frame45.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame45.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame45.jpg, 725,403,940,554,car
data_bogota/8_15/project15_frame45.jpg, 435,310,592,452,pickup_truck
data_bogota/8_15/project15_frame45.jpg, 560,218,766,413,bus
data_bogota/8_15/project15_frame45.jpg, 1078,441,1079,622,car
data_bogota/8_15/project15_frame45.jpg, 1078,430,1079,939,bus
data_bogota/8_15/project15_frame50.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame50.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame50.jpg, 769,448,1010,616,car
data_bogota/8_15/project15_frame50.jpg, 449,337,606,479,pickup_truck
data_bogota/8_15/project15_frame50.jpg, 577,226,813,435,bus
data_bogota/8_15/project15_frame50.jpg, 1078,504,1079,699,car
data_bogota/8_15/project15_frame50.jpg, 828,285,962,408,car
data_bogota/8_15/project15_frame55.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame55.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame55.jpg, 851,482,1079,684,car
data_bogota/8_15/project15_frame55.jpg, 453,342,639,506,pickup_truck
data_bogota/8_15/project15_frame55.jpg, 616,250,873,469,bus
data_bogota/8_15/project15_frame55.jpg, 1078,590,1079,798,car
data_bogota/8_15/project15_frame55.jpg, 838,305,1007,418,car
data_bogota/8_15/project15_frame60.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame60.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame60.jpg, 964,546,1079,802,car
data_bogota/8_15/project15_frame60.jpg, 509,391,695,555,pickup_truck
data_bogota/8_15/project15_frame60.jpg, 664,260,958,508,bus
data_bogota/8_15/project15_frame60.jpg, 905,311,1079,440,car
data_bogota/8_15/project15_frame65.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame65.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame65.jpg, 540,419,748,604,pickup_truck
data_bogota/8_15/project15_frame65.jpg, 672,273,1056,563,bus
data_bogota/8_15/project15_frame65.jpg, 1078,644,1079,936,car
data_bogota/8_15/project15_frame65.jpg, 952,325,1079,472,car
data_bogota/8_15/project15_frame70.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame70.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame70.jpg, 555,435,801,652,pickup_truck
data_bogota/8_15/project15_frame70.jpg, 756,301,1079,612,bus
data_bogota/8_15/project15_frame70.jpg, 1078,797,1079,1080,car
data_bogota/8_15/project15_frame70.jpg, 1045,335,1079,495,car
data_bogota/8_15/project15_frame75.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame75.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame75.jpg, 600,444,903,742,pickup_truck
data_bogota/8_15/project15_frame75.jpg, 849,322,1079,682,bus
data_bogota/8_15/project15_frame80.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame80.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame80.jpg, 665,511,1079,893,pickup_truck
data_bogota/8_15/project15_frame80.jpg, 981,320,1079,825,bus
data_bogota/8_15/project15_frame80.jpg, 559,297,639,421,motorcycle
data_bogota/8_15/project15_frame80.jpg, 636,244,735,333,car
data_bogota/8_15/project15_frame85.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame85.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame85.jpg, 754,540,1079,1066,pickup_truck
data_bogota/8_15/project15_frame85.jpg, 1078,368,1079,974,bus
data_bogota/8_15/project15_frame85.jpg, 599,321,670,440,motorcycle
data_bogota/8_15/project15_frame85.jpg, 668,257,780,345,car
data_bogota/8_15/project15_frame90.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame90.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame90.jpg, 931,711,1079,1078,pickup_truck
data_bogota/8_15/project15_frame90.jpg, 621,342,715,471,motorcycle
data_bogota/8_15/project15_frame90.jpg, 693,262,805,350,car
data_bogota/8_15/project15_frame90.jpg, 1078,431,1079,1037,bus
data_bogota/8_15/project15_frame95.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame95.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame95.jpg, 650,357,759,495,motorcycle
data_bogota/8_15/project15_frame95.jpg, 726,274,852,375,car
data_bogota/8_15/project15_frame95.jpg, 1078,523,1079,1043,bus
data_bogota/8_15/project15_frame100.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame100.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame100.jpg, 731,399,841,544,motorcycle
data_bogota/8_15/project15_frame100.jpg, 759,281,891,386,car
data_bogota/8_15/project15_frame105.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame105.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame105.jpg, 821,452,931,597,motorcycle
data_bogota/8_15/project15_frame105.jpg, 794,294,944,400,car
data_bogota/8_15/project15_frame110.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame110.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame110.jpg, 927,518,1045,665,motorcycle
data_bogota/8_15/project15_frame110.jpg, 839,301,999,414,car
data_bogota/8_15/project15_frame115.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame115.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame115.jpg, 1054,580,1079,753,motorcycle
data_bogota/8_15/project15_frame115.jpg, 901,317,1076,449,car
data_bogota/8_15/project15_frame120.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame120.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame120.jpg, 999,353,1079,485,car
data_bogota/8_15/project15_frame120.jpg, 1078,703,1079,945,motorcycle
data_bogota/8_15/project15_frame125.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame125.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame125.jpg, 1054,356,1079,510,car
data_bogota/8_15/project15_frame130.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame130.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame130.jpg, 1078,378,1079,575,car
data_bogota/8_15/project15_frame135.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame135.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame135.jpg, 1078,421,1079,616,car
data_bogota/8_15/project15_frame140.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame140.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame140.jpg, 1078,480,1079,713,car
data_bogota/8_15/project15_frame140.jpg, 737,297,869,379,bus
data_bogota/8_15/project15_frame145.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame145.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame145.jpg, 1078,540,1079,796,car
data_bogota/8_15/project15_frame145.jpg, 742,289,913,399,bus
data_bogota/8_15/project15_frame150.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame150.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame150.jpg, 782,291,965,420,bus
data_bogota/8_15/project15_frame150.jpg, 566,212,684,348,single_unit_truck
data_bogota/8_15/project15_frame150.jpg, 460,251,557,344,car
data_bogota/8_15/project15_frame155.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame155.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame155.jpg, 840,305,1023,434,bus
data_bogota/8_15/project15_frame155.jpg, 602,213,720,349,single_unit_truck
data_bogota/8_15/project15_frame155.jpg, 481,259,601,353,car
data_bogota/8_15/project15_frame160.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame160.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame160.jpg, 917,329,1079,470,bus
data_bogota/8_15/project15_frame160.jpg, 612,239,748,355,single_unit_truck
data_bogota/8_15/project15_frame160.jpg, 517,278,637,372,car
data_bogota/8_15/project15_frame165.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame165.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame165.jpg, 999,368,1079,499,bus
data_bogota/8_15/project15_frame165.jpg, 630,231,779,377,single_unit_truck
data_bogota/8_15/project15_frame165.jpg, 555,293,689,401,car
data_bogota/8_15/project15_frame170.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame170.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame170.jpg, 1073,389,1079,539,bus
data_bogota/8_15/project15_frame170.jpg, 662,228,820,389,single_unit_truck
data_bogota/8_15/project15_frame170.jpg, 598,311,744,431,car
data_bogota/8_15/project15_frame175.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame175.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame175.jpg, 1078,430,1079,594,bus
data_bogota/8_15/project15_frame175.jpg, 687,220,846,398,single_unit_truck
data_bogota/8_15/project15_frame175.jpg, 649,345,821,482,car
data_bogota/8_15/project15_frame180.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame180.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame180.jpg, 1078,478,1079,686,bus
data_bogota/8_15/project15_frame180.jpg, 707,243,905,426,single_unit_truck
data_bogota/8_15/project15_frame180.jpg, 748,378,948,540,car
data_bogota/8_15/project15_frame185.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame185.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame185.jpg, 1078,544,1079,781,bus
data_bogota/8_15/project15_frame185.jpg, 747,243,964,451,single_unit_truck
data_bogota/8_15/project15_frame185.jpg, 853,439,1079,634,car
data_bogota/8_15/project15_frame190.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame190.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame190.jpg, 776,262,1043,476,single_unit_truck
data_bogota/8_15/project15_frame190.jpg, 996,508,1079,763,car
data_bogota/8_15/project15_frame195.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame195.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame195.jpg, 787,264,1079,514,single_unit_truck
data_bogota/8_15/project15_frame195.jpg, 1078,646,1079,979,car
data_bogota/8_15/project15_frame200.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame200.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame200.jpg, 962,295,1079,586,single_unit_truck
data_bogota/8_15/project15_frame200.jpg, 830,295,967,427,car
data_bogota/8_15/project15_frame205.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame205.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame205.jpg, 1032,358,1079,627,single_unit_truck
data_bogota/8_15/project15_frame205.jpg, 877,306,1045,445,car
data_bogota/8_15/project15_frame210.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame210.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame210.jpg, 1078,369,1079,702,single_unit_truck
data_bogota/8_15/project15_frame210.jpg, 959,331,1079,470,car
data_bogota/8_15/project15_frame215.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame215.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame215.jpg, 1078,409,1079,821,single_unit_truck
data_bogota/8_15/project15_frame215.jpg, 1048,361,1079,500,car
data_bogota/8_15/project15_frame220.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame220.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame220.jpg, 1078,384,1079,560,car
data_bogota/8_15/project15_frame225.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame225.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame225.jpg, 1078,428,1079,612,car
data_bogota/8_15/project15_frame225.jpg, 486,242,684,395,single_unit_truck
data_bogota/8_15/project15_frame225.jpg, 340,220,493,379,bus
data_bogota/8_15/project15_frame225.jpg, 657,289,775,379,car
data_bogota/8_15/project15_frame230.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame230.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame230.jpg, 1078,471,1079,666,car
data_bogota/8_15/project15_frame230.jpg, 511,223,709,402,single_unit_truck
data_bogota/8_15/project15_frame230.jpg, 359,222,512,381,bus
data_bogota/8_15/project15_frame230.jpg, 684,279,807,377,car
data_bogota/8_15/project15_frame235.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame235.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame235.jpg, 1078,533,1079,767,car
data_bogota/8_15/project15_frame235.jpg, 546,245,744,424,single_unit_truck
data_bogota/8_15/project15_frame235.jpg, 335,207,529,388,bus
data_bogota/8_15/project15_frame235.jpg, 711,259,867,405,car
data_bogota/8_15/project15_frame240.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame240.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame240.jpg, 574,251,799,462,single_unit_truck
data_bogota/8_15/project15_frame240.jpg, 368,227,562,408,bus
data_bogota/8_15/project15_frame240.jpg, 788,307,944,453,car
data_bogota/8_15/project15_frame245.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame245.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame245.jpg, 588,245,822,475,single_unit_truck
data_bogota/8_15/project15_frame245.jpg, 386,232,586,441,bus
data_bogota/8_15/project15_frame245.jpg, 831,312,996,476,car
data_bogota/8_15/project15_frame250.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame250.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame250.jpg, 642,262,901,510,single_unit_truck
data_bogota/8_15/project15_frame250.jpg, 407,260,607,469,bus
data_bogota/8_15/project15_frame250.jpg, 905,345,1079,523,car
data_bogota/8_15/project15_frame255.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame255.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame255.jpg, 686,283,978,552,single_unit_truck
data_bogota/8_15/project15_frame255.jpg, 433,287,658,517,bus
data_bogota/8_15/project15_frame255.jpg, 991,369,1079,572,car
data_bogota/8_15/project15_frame260.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame260.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame260.jpg, 712,257,1075,601,single_unit_truck
data_bogota/8_15/project15_frame260.jpg, 461,295,713,567,bus
data_bogota/8_15/project15_frame260.jpg, 1078,460,1079,697,car
data_bogota/8_15/project15_frame265.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame265.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame265.jpg, 769,287,1079,673,single_unit_truck
data_bogota/8_15/project15_frame265.jpg, 489,333,763,633,bus
data_bogota/8_15/project15_frame265.jpg, 1078,529,1079,829,car
data_bogota/8_15/project15_frame270.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame270.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame270.jpg, 819,285,1079,722,single_unit_truck
data_bogota/8_15/project15_frame270.jpg, 508,338,865,718,bus
data_bogota/8_15/project15_frame270.jpg, 1078,671,1079,971,car
data_bogota/8_15/project15_frame275.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame275.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame275.jpg, 839,315,1079,819,single_unit_truck
data_bogota/8_15/project15_frame275.jpg, 486,337,1040,851,bus
data_bogota/8_15/project15_frame280.jpg, 1,301,161,543,bus
data_bogota/8_15/project15_frame280.jpg, 44,243,212,432,bus
data_bogota/8_15/project15_frame280.jpg, 987,331,1079,942,single_unit_truck
